id,name,lastname,gender,nationality
6952,"GUSTAVSON, Linda Lee",F,USA
6953,"GUSTAVSSON, Bengt",M,SWE
6954,"GUSTAVSSON, Bjorgvin Pall",M,ISL
6955,"GUSTERSON, Bridgette",F,AUS
6956,"GUSTILINA, Diana",F,RUS
6957,"GUSTMANN, Gerhard",M,GER
6958,"GUT, Zbigniew",M,POL
6959,"GUTHKE, Karin",F,GDR
6960,"GUTIERREZ LLANAS, Juan Pedro",M,ARG
6961,"GUTIERREZ, Jorge",M,CUB
6962,"GUTIERREZ, Leonardo Martin",M,ARG
6963,"GUTOWSKI, Robert Allen",M,USA
6964,"GUTSCHE, Torsten Rene",M,GER
6965,"GUTTERSON, Albert Lovejoy",M,USA
6966,"GUTTLER, Karoly",M,HUN
6967,"GUTTSAYT, Vadim",M,EUN
6968,"GUTWENINGER, Jean",M,SUI
6969,"GUYART, Brice",M,FRA
6970,"GUYON, Jean Jacques",M,FRA
6971,"GUYOT, RenÃ©",M,FRA
6972,"GUZENKO, Olga",F,URS
6973,"GUZGANU-TUFAN, Elisabeta",F,ROU
6974,"GVAKHARIYA, Nodar",M,URS
6975,"GVANTELADZE, David",M,URS
6976,"GWYNNE, Horace Lefty",M,CAN
6977,"GYARMATI, Andrea",F,HUN
6978,"GYARMATI, Dezso",M,HUN
6979,"GYARMATI, Olga",F,HUN
6980,"GYENGE, Valeria",F,HUN
6981,"GYLES, George F.",M,CAN
6982,"GYLLING, Jane",F,SWE
6983,"GYNTHER, Kate",F,AUS
6984,"GYORFFI, Endre",M,HUN
6985,"GYSI, Willy",M,SUI
6986,"GYULAI-DRIMBA-JENEI, Ileana",F,ROU
6987,"GYULAY, Zsolt",M,HUN
6988,"GYURICZA, Jozsef",M,HUN
6989,"GYURTA, Daniel",M,HUN
6990,"GZOWSKI, Kazimierz",M,POL
6991,H:: AHLERICH,M,FRG
6992,H:: DELFIS,M,ROU
6993,H:: LIMANDUS,M,SUI
6994,H:: MARZOG,F,DEN
6995,H:: SELLO,M,HUN
6996,H:: TORA,M,GER
6997,H.R.H.KONSTANTIN OF GREECE,M,GRE
6998,"HÃ–CKERT, Gunnar",M,FIN
6999,"HÃ–GLUND, Sven",M,SWE
7000,"HÃ–GSTRÃ–M, Leif",M,SWE
7001,"HÃ–HNE, Christoph",M,GDR
7002,"HÃ–ING, Bernd",M,GDR
7003,"HÃ–JER, Gunnar",M,SWE
7004,"HÃ–LTZENBEIN, Peter",M,GER
7005,"HÃ–RMANN, Xaver",M,GER
7006,"HÃ–RNER, Silke",F,GDR
7007,"HÃ–TGER, Dietmar",M,GDR
7008,"HÃ–YER, Arne",M,DEN
7009,"HÃ–YER, Claus",M,NOR
7010,"HA, Hyung-Zoo",M,KOR
7011,"HA, Tae-Kwon",M,KOR
7012,"HÃ„FNER, Reinhard",M,GDR
7013,"HÃ„GER, Ake",M,SWE
7014,"HÃ„MÃ„LÃ„INEN, Pentti Olavi",M,FIN
7015,"HÃ„NGGI, Hermann",M,SUI
7016,"HÃ„NNI, Eric",M,SUI
7017,"HÃ„NNINEN, Kauko Antero",M,FIN
7018,"HAACKER, Kathrin",F,GDR
7019,"HAACKER, Kathrin",F,GER
7020,"HAAG, J.",M,SUI
7021,"HAAG, Theodor",M,GER
7022,"HAAS, Ernst",M,SUI
7023,"HAAS, Hans",M,AUT
7024,"HAAS, Karl-Friedrich",M,GER
7025,"HAAS, Karl-Friedrich",M,EUA
7026,"HAAS, Tommy",M,GER
7027,"HAASE, GÃ¼nther",M,GER
7028,"HAASE, Mandy",F,GER
7029,"HAAVISTO, Arvo",M,FIN
7030,"HABERCORN, Charles",M,USA
7031,"HABERMANN, Heiko",M,GDR
7032,"HABIB, Ur Rehman",M,PAK
7033,"HABIBI-GOUDARZI, Emamali",M,IRI
7034,"HABR, Vladimir",M,TCH
7035,"HACKER, Marcel",M,GER
7036,"HACKETT, Grant",M,AUS
7037,"HACKETT, Robert William",M,USA
7038,"HADAREAN, Vanda Maria",F,ROU
7039,"HADDAD, Soraya",F,ALG
7040,"HADDING, Annette",F,GER
7041,"HADFIELD D'ARCY, D. Clarence",M,NZL
7042,"HADJIIOANNIDIS, Georgios",M,GRE
7043,"HADZIC, Saabit",M,YUG
7044,"HADZIPAVLIS, Ilias",M,GRE
7045,"HAEGEMAN, AimÃ©",M,BEL
7046,"HAENEL, Harold",M,USA
7047,"HAENEN, Toby Christian",M,AUS
7048,"HAEPERS, Albert",M,BEL
7049,"HAESEBROUCK, Ann",F,BEL
7050,"HAFEMEISTER, Dirk",M,FRG
7051,"HAGARA, Roman",M,AUT
7052,"HAGELIN, Gustaf W.",M,SWE
7053,"HAGEN, Birgit",F,FRG
7054,"HAGEN, Erich",M,EUA
7055,"HAGEN, Harald",M,NOR
7056,"HAGEN, Horst",M,GDR
7057,"HAGEN, Thoralf",M,NOR
7058,"HAGENBÃ„UMER, Eva",F,GER
7059,"HAGER, Axel",M,GER
7060,"HAGER, Marcus",M,AUS
7061,"HAGERTY, Joey",M,USA
7062,"HAGGMANN, Fritz",M,SUI
7063,"HAGLUND, Maria",F,SWE
7064,"HAGN, Johanna",F,GER
7065,"HAGSTRÃ–M, GÃ¶te",M,SWE
7066,"HAHN, Archie",M,USA
7067,"HAHN, Birgit",F,FRG
7068,"HAIG, Cecil Henry",M,GBR
7069,"HAIGH, Robert",M,AUS
7070,"HAINES, Robert Bentley Jr.",M,USA
7071,"HAINLE, Max",M,GER
7072,"HAISLETT, Nicole Lee",F,USA
7073,"HAIT, Paul William",M,USA
7074,"HAJAS, Erik",M,SWE
7075,"HAJEK, Andreas",M,GER
7076,"HAJKOVA, Jirina",F,TCH
7077,"HAJOS, Alfred",M,HUN
7078,"HAJSLUND, Jens Madsen",M,DEN
7079,"HAJTOS, Bertalan",M,HUN
7080,"HAKANSSON, Ulla",F,SWE
7081,"HAKHVERDIAN, Biurakn",F,NED
7082,"HAKKINEN, Henri",M,FIN
7083,"HALAIKO, Stephen Michael",M,USA
7084,"HALASSY, Oliver",M,HUN
7085,"HALASY, Gyula",M,HUN
7086,"HALBERG, Murray Gordon",M,NZL
7087,"HALBSGUTH, Ruth",F,GER
7088,"HALDEMAN, Donald Stanley",M,USA
7089,"HALDERSON, Haldor",M,CAN
7090,"HALDORSSON, Burdette Eliele",M,USA
7091,"HALKJAER, Helge",M,DEN
7092,"HALL-SAY, George Norman Ernest",M,GBR
7093,"HALL, Alexander",M,CAN
7094,"HALL, Darnell",M,USA
7095,"HALL, David",M,USA
7096,"HALL, Dennis",M,USA
7097,"HALL, Ervin",M,USA
7098,"HALL, Evelyne Ruth",F,USA
7099,"HALL, Frank",M,USA
7100,"HALL, Gary Jr.",M,USA
7101,"HALL, Gary Wayne",M,USA
7102,"HALL, Kaye Marie",F,USA
7103,"HALL, Lars",M,SWE
7104,"HALL, Samuel Nesley",M,USA
7105,"HALL, Thomas",M,CAN
7106,"HALL, Winslow William",M,USA
7107,HALLA,F,EUA
7108,"HALLAM, Ian",M,GBR
7109,"HALLARD, Steven",M,GBR
7110,"HALLBERG, Ernst",M,SWE
7111,"HALLER, Frank",M,USA
7112,"HALLGRIMSSON, Asgeir Orn",M,ISL
7113,"HALLIDAY, James",M,GBR
7114,"HALLOWS, Norman",M,GBR
7115,"HALMAY, Zoltan",M,HUN
7116,"HALMOS, GyÃ¶zÃ¶",M,HUN
7117,"HALPERIN, Robert Sherman",M,USA
7118,"HALSE, Arne",M,NOR
7119,"HALSTEAD, Nellie",F,GBR
7120,"HALSWELLE, Wyndham",M,GBR
7121,"HALTVIK, Trine",F,NOR
7122,"HALUPCZOK, Joachim",M,POL
7123,"HALVORSEN, Harald",M,NOR
7124,"HAMA, Keiko",F,JPN
7125,"HAMADA, Shunkichi",M,JPN
7126,"HAMAGUCHI, Kyoko",F,JPN
7127,"HAMAGUCHI, Yoshihiro",M,JPN
7128,"HAMANN, Conny",F,DEN
7129,"HAMANN, Helmut",M,GER
7130,"HAMBROOK, Sharon",F,CAN
7131,"HAMBUECHEN, Fabian",M,GER
7132,"HAMEL, RenÃ©",M,FRA
7133,"HAMEL, Werner",M,GER
7134,"HAMILTON, Brutus Kerr",M,USA
7135,"HAMILTON, Douglas",M,CAN
7136,"HAMILTON, Ernest",M,CAN
7137,"HAMILTON, James Hamish",M,GBR
7138,"HAMILTON, Kyle",M,CAN
7139,"HAMILTON, Tyler",M,USA
7140,"HAMILTON, William Frank",M,USA
7141,"HAMLIN, Frederick G.",M,GBR
7142,"HAMM, Edward Barton",M,USA
7143,"HAMM, Mia",F,USA
7144,"HAMM, Morgan",M,USA
7145,"HAMM, Paul",M,USA
7146,"HAMMAD, Abderrahmane",M,ALG
7147,"HAMMANG, Ferenc",M,HUN
7148,"HAMMAR, Clarence",M,SWE
7149,"HAMMERER, Hubert",M,AUT
7150,"HAMMERL, Laszlo",M,HUN
7151,"HAMMERSENG, Gro",F,NOR
7152,"HAMMON, Rebekka Linn",F,RUS
7153,"HAMMOND, David",M,USA
7154,"HAMMOND, Kathleen",F,USA
7155,"HAMMOND, Leslie Charles",M,IND
7156,"HAMMOND, Rob",M,AUS
7157,"HAMMOND, Robert",M,AUS
7158,"HAMMOND, Wayne",M,AUS
7159,"HAMMOND, William Robert",M,GBR
7160,"HAMORI, JenÃ¶",M,HUN
7161,"HAMOUDA, Attia Mohamed",M,EGY
7162,"HAMPSON, Thomas",M,GBR
7163,"HAMPTON, Millard Frank Jr.",M,USA
7164,"HAMRIN, Sven Helge",M,SWE
7165,"HAMURO, Tetsuo",M,JPN
7166,"HAN, Gum Shil",F,KOR
7167,"HAN, Gyong Si",M,PRK
7168,"HAN, Hwa-Soo",F,KOR
7169,"HAN, Hyun-Sook",F,KOR
7170,"HAN, Hyung-Bae",M,KOR
7171,"HAN, Kijoo",M,KOR
7172,"HAN, Myung-Woo",M,KOR
7173,"HAN, Ok-Kyung",F,KOR
7174,"HAN, Soo-An",M,KOR
7175,"HAN, Sun-Hee",F,KOR
7176,"HAN, Xue",F,CHN
7177,"HAN, Ya-Qin",F,CHN
7178,"HANAHARA, Tsutomu",M,JPN
7179,"HANAK, Jakub",M,CZE
7180,"HANATI, Silamu",M,CHN
7181,"HANCKE, SÃ¶ren",M,DEN
7182,"HANCOCK, Vincent",M,USA
7183,"HAND, John L.",M,CAN
7184,"HANDA, Yuriko",F,JPN
7185,"HANDAYANI, Lilies",F,INA
7186,"HANDLEY, Louis De Breda",M,USA
7187,"HANDRICK, Gotthard",M,GER
7188,"HANDY, Hehry Jamison",M,USA
7189,"HANDY, J.",M,USA
7190,"HANEEF-PARK, Tayyiba",F,USA
7191,"HANEEF, Khan",M,PAK
7192,"HANEL, Birgitte",F,DEN
7193,"HANEL, Horst-Ulrich",M,FRG
7194,"HANES, Fiona",F,AUS
7195,"HANISCH, Cornelia",F,FRG
7196,"HANISCH, Erich",M,GER
7197,"HANISCH, Wolfgang",M,GDR
7198,"HANKIN, Simone",F,AUS
7199,"HANLEY, Richard Dennis",M,USA
7200,"HANNAM, Edith Margaret",F,GBR
7201,"HANNAN, Tommy",M,USA
7202,"HANNELIUS, Lennart Wilhelm",M,FIN
7203,"HANNEMANN, Hans-Joachim",M,GER
7204,"HANNEN, Lynley",F,NZL
7205,"HANNEY, Edward T.",M,GBR
7206,"HANSCHKE, Rainer",M,GDR
7207,"HANSE, Emile",M,BEL
7208,"HANSEN, Aage Marius",M,DEN
7209,"HANSEN, Aksel Bonde",M,DEN
7210,"HANSEN, Alf John",M,NOR
7211,"HANSEN, Anja",F,DEN
7212,"HANSEN, Arvor",M,DEN
7213,"HANSEN, Axel Henry",M,NOR
7214,"HANSEN, Bent",M,DEN
7215,"HANSEN, Bernhuff",M,USA
7216,"HANSEN, Brendan",M,USA
7217,"HANSEN, Christian Henrik",M,DEN
7218,"HANSEN, Christian Marius",M,DEN
7219,"HANSEN, Christina Roslyng",F,DEN
7220,"HANSEN, Edmund",M,DEN
7221,"HANSEN, Ejvind Willy",M,DEN
7222,"HANSEN, Erik Hermann",M,DEN
7223,"HANSEN, Erik Rosendahl",M,DEN
7224,"HANSEN, Frank",M,NOR
7225,"HANSEN, Frede",M,DEN
7226,"HANSEN, Frederick Morgan",M,USA
7227,"HANSEN, Frederik",M,DEN
7228,"HANSEN, G. Rasmus E.",M,DEN
7229,"HANSEN, Halfdan",M,NOR
7230,"HANSEN, Hans Egil",M,NOR
7231,"HANSEN, Hans JÃ¶rgen",M,DEN
7232,"HANSEN, Hans Trier",M,DEN
7233,"HANSEN, Harald",M,DEN
7234,"HANSEN, Harald",M,NOR
7235,"HANSEN, Henry Peter Christian",M,DEN
7236,"HANSEN, Hermann",M,GER
7237,"HANSEN, JÃ¶rgen Christian",M,DEN
7238,"HANSEN, Jens Peter",M,DEN
7239,"HANSEN, Johannes",M,DEN
7240,"HANSEN, John Angelo Valdemar Oster.",M,DEN
7241,"HANSEN, John Orsted",M,DEN
7242,"HANSEN, Jorgen Emil",M,DEN
7243,"HANSEN, Joseph",M,USA
7244,"HANSEN, Karl",M,SWE
7245,"HANSEN, Karl Aage",M,DEN
7246,"HANSEN, Kevin",M,USA
7247,"HANSEN, Kristian Aage",M,DEN
7248,"HANSEN, Marcel",M,BEL
7249,"HANSEN, Pia",F,SWE
7250,"HANSEN, Poul",M,DEN
7251,"HANSEN, Rasmus Nicholai Quist",M,DEN
7252,"HANSEN, Sophus",M,DEN
7253,"HANSEN, Sverre",M,NOR
7254,"HANSEN, Trine",F,DEN
7255,"HANSENNE, Marcel",M,FRA
7256,"HANSON, Boden Joseph",M,AUS
7257,"HANSON, Brooke",F,AUS
7258,"HANSON, Leonard",M,GBR
7259,"HANSSON, Holger",M,SWE
7260,"HANSSON, Ingvar",M,SWE
7261,"HANSSON, Pontus",M,SWE
7262,"HÃœBLER, Anna",F,GER
7263,"HÃœBNER, Frank",M,FRG
7264,"HÃœLSENBECK, Sarina",F,GDR
7265,"HÃœNENBERGER, Fritz",M,SUI
7266,"HÃœRLIMANN, Ernst",M,SUI
7267,"HAPPE-KREY, Ursula",F,EUA
7268,"HAPPE, Thomas",M,FRG
7269,"HAPPENNY, William",M,CAN
7270,"HARADA, Masao",M,JPN
7271,"HARADA, Saho",F,JPN
7272,"HARALAMOW, Ingrid",F,SUI
7273,"HARALDSEN, Katrine Lunde",F,NOR
7274,"HARANGI, Imre",M,HUN
7275,"HARANT, Louis",M,USA
7276,"HARBIG, Rudolf",M,GER
7277,"HARDAWAY, Anfernee",M,USA
7278,"HARDAWAY, Tim",M,USA
7279,"HARDCASTLE, Sarah",F,GBR
7280,"HARDEBECK, C. J. J.",M,NED
7281,"HARDEN, Tim",M,USA
7282,"HARDIE, Kelly",F,AUS
7283,"HARDIN, Glenn Foster",M,USA
7284,"HARDING, Phyllis",F,GBR
7285,"HARDING, Tanya",F,AUS
7286,"HARDMAN, Harold Payne",M,GBR
7287,"HARDRESS, Lloyd",M,GBR
7288,"HARDWICK, Harold H.",M,ANZ
7289,"HARDY, Adrien",M,FRA
7290,"HARDY, Catherine",F,USA
7291,"HARDY, James Herbert",M,USA
7292,"HARDY, Pierre",M,FRA
7293,"HARE, Thomas Truxton",M,USA
7294,"HAREL, Jean-Louis",M,FRA
7295,"HARESNAPE, Herbert Nickall",M,GBR
7296,"HARGIS, John",M,USA
7297,"HARGITAY, Andras",M,HUN
7298,"HARINGA, Ingrid",F,NED
7299,"HARITZ, GÃ¼nter",M,FRG
7300,"HARJU, Arsi",M,FIN
7301,"HARKONEN, Arto",M,FIN
7302,"HARKRIDER, Kip",M,USA
7303,"HARLAN, Bruce Ira",M,USA
7304,"HARLAND, Georgina",F,GBR
7305,"HARLEMANN, Carl",M,SWE
7306,"HARMENBERG, Johan",M,SWE
7307,"HARMER, Russell Thomas",M,GBR
7308,"HARNDEN, Arthur Harold",M,USA
7309,"HARNETT, Curtis",M,CAN
7310,"HARPER, Dawn",F,USA
7311,"HARPER, Donald De Wayne",M,USA
7312,"HARPER, Ernest",M,GBR
7313,"HARRIGAN, Daniel Lee",M,USA
7314,"HARRIGAN, Lori",F,USA
7315,"HARRIS, Arthur Ringland",M,USA
7316,"HARRIS, Daniel Lee",M,USA
7317,"HARRIS, Dionna",F,USA
7318,"HARRIS, Joseph John",M,CAN
7319,"HARRIS, Lusia Mae",F,USA
7320,"HARRIS, Otis",M,USA
7321,"HARRIS, Reginald Hargreaves",M,GBR
7322,"HARRIS, Ronald Allen",M,USA
7323,"HARRIS, Ronald Woodson",M,USA
7324,"HARRIS, William",M,USA
7325,"HARRISON, Alvin",M,USA
7326,"HARRISON, Audley",M,GBR
7327,"HARRISON, George Prifold",M,USA
7328,"HARRISON, Joan Cynthia",F,RSA
7329,"HARRISON, Kenny",M,USA
7330,"HARRISON, Raymond Alan",M,GBR
7331,"HARRISON, Regan",M,AUS
7332,"HARROP, Loretta",F,AUS
7333,"HARROWER, Kristi",F,AUS
7334,"HARSTICK, Sara",F,GER
7335,"HART, Edward James",M,USA
7336,"HART, Michael John",M,GBR
7337,"HARTEL, Lis",F,DEN
7338,"HARTLEY, Blythe",F,CAN
7339,"HARTLEY, Margaret B.",F,GBR
7340,"HARTMAN, Poul Richard",M,DEN
7341,"HARTMAN, Wieslaw",M,POL
7342,"HARTMANN, Ingrid",F,EUA
7343,"HARTMANN, Josias",M,SUI
7344,"HARTMANN, Karel",M,TCH
7345,"HARTNICK, Hans-Joachim",M,GDR
7346,"HARTONO, Eddy",M,INA
7347,"HARTRANFT, Glenn",M,USA
7348,"HARTSTEIN, Bernd",M,GDR
7349,"HARTSUIKER, Frederik Klaas Jan",M,NED
7350,"HARTUNG, James N.",M,USA
7351,"HARTUNG, Wilfried",M,GDR
7352,"HARTVALL, Erik",M,FIN
7353,"HARTWELL, Erin W.",M,USA
7354,"HARTZELL, Curt",M,SWE
7355,"HARUP, Karen Margrethe",F,DEN
7356,"HARVEY, George Henry",M,RSA
7357,"HARVEY, Mary",F,USA
7358,"HARWELL, William Gladstone",M,GBR
7359,"HARY, Armin",M,EUA
7360,"HARZENDORF, Christiane",F,GER
7361,"HASE, Dagmar",F,GER
7362,"HASEGAWA, Tomoko",F,JPN
7363,"HASENÃ–HRL, Josef",M,AUT
7364,"HASHIZUME, Shiro",M,JPN
7365,"HASLAM, A.",M,GBR
7366,"HASLAM, Harry Eustace",M,GBR
7367,"HASLAM, Juliet",F,AUS
7368,"HASLOV, BjÃ¶rn Borgen",M,DEN
7369,"HASSAN ALI, Mahmoud",M,EGY
7370,"HASSAN, Sardar",M,PAK
7371,"HASSE, Kurt",M,GER
7372,"HASSE, Ute",F,FRG
7373,"HASSEL, Kaspar Fredrik",M,NOR
7374,"HASSETT, Gavin",M,CAN
7375,"HASSLER, Thomas",M,FRG
7376,"HASZNOS, Istvan",M,HUN
7377,"HATAKEDA, Yoshiaki",M,JPN
7378,"HATCH, Annia",F,USA
7379,"HATCH, J. E.",F,GBR
7380,"HATCH, Sidney",M,ZZX
7381,"HATFIELD, John Gatenby",M,GBR
7382,"HATLACZKY, Ferenc",M,HUN
7383,"HATTESTAD, Trine",F,NOR
7384,"HAUBOLD, Frank Otto",M,USA
7385,"HAUGEN, Tone",F,NOR
7386,"HAUGENES, Margunn",F,NOR
7387,"HAUGHTON, Greg",M,JAM
7388,"HAUKE, Tobias",M,GER
7389,"HAUNSTOFT, Finn",M,DEN
7390,"HAUSDING, Patrick",M,GER
7391,"HAUSER, Josef",M,GER
7392,"HAUSSMANN, Hans Heinrich",M,GER
7393,"HAUSZLER, Karoly",M,HUN
7394,"HAVEL, Vaclav",M,TCH
7395,"HAVENS, Frank",M,USA
7396,"HAVERBECK, Kurt",M,GER
7397,"HAVLIS, Jiri",M,TCH
7398,"HAWGOOD, Donald Trevor",M,CAN
7399,"HAWKES, Rechelle",F,AUS
7400,"HAWKES, Robert Murray",M,GBR
7401,"HAWKINS, Harold I.",M,GBR
7402,"HAWKINS, Hersey",M,USA
7403,"HAWKINS, Martin",M,USA
7404,"HAWKINS, Stephen Mark",M,AUS
7405,"HAWORTH, Cheryl",F,USA
7406,"HAX, Heinz",M,GER
7407,"HAY, Henry",M,AUS
7408,"HAYATA, Takuji",M,JPN
7409,"HAYDARI, Said Ali Akbar",M,IRI
7410,"HAYDAROV, Utkirbek",M,UZB
7411,"HAYES, Brittany",F,USA
7412,"HAYES, Joanna",F,USA
7413,"HAYES, John Joseph",M,USA
7414,"HAYES, Lawrence Bruce",M,USA
7415,"HAYES, Neville",M,AUS
7416,"HAYES, Robert",M,USA
7417,"HAYES, S.N.",M,GBR
7418,"HAYLES, Rob",M,GBR
7419,"HAYMAN, Brett",M,AUS
7420,"HAYWOOD, Spencer",M,USA
7421,"HAZAI, Kalman",M,HUN
7422,"HAZEBROUCK, Henri",M,FRA
7423,"HAZZARD, Walter Raphael",M,USA
7424,"HE, Chong",M,CHN
7425,"HE, Hanbin",M,CHN
7426,"HE, Jian-Ping",F,CHN
7427,"HE, Jun",F,CHN
7428,"HE, Kexin",F,CHN
7429,"HE, Liping",F,CHN
7430,"HE, Qi",F,CHN
7431,"HE, Wenna",F,CHN
7432,"HE, Yanwen",F,CHN
7433,"HE, Ying",F,CHN
7434,"HE, Ying-Qiang",M,CHN
7435,"HE, Zhuo-Qiang",M,CHN
7436,"HEAD, Patricia Sue",F,USA
7437,"HEALIS, George",M,USA
7438,"HEALY, Cecil",M,ANZ
7439,"HEALY, Pamela",F,USA
7440,"HEAMS, Shane",M,USA
7441,"HEARN, Lacey",M,USA
7442,"HEARN, Lacey",M,ZZX
7443,"HEARNSHAW, Susan",F,GBR
7444,"HEATH, Michael Steward",M,USA
7445,"HEATH, Tobin",F,USA
7446,"HEATHCOTE, Alastair",M,GBR
7447,"HEATLEY, Benjamin Basil",M,GBR
7448,"HEBDIN, Georges",M,BEL
7449,"HEBEL, Zdravko",M,YUG
7450,"HEBERLE, Philippe",M,FRA
7451,"HEBNER, Harry J.",M,USA
7452,"HECHT, Duvall Young",M,USA
7453,"HECKSCHER, Grete",F,DEN
7454,"HEDBERG, Doris",F,SWE
7455,"HEDBERG, Ingemar",M,SWE
7456,"HEDBERG, Thomas",M,GBR
7457,"HEDDERICH, Albert",M,FRG
7458,"HEDDLE, Kathleen",F,CAN
7459,"HEDGEPETH, Whitney L.",F,USA
7460,"HEDGES, Benjamen Van Doren",M,USA
7461,"HEDGES, Frederick Charles",M,CAN
7462,"HEDIN, Robert",M,SWE
7463,"HEDLEY, Edward",M,USA
7464,"HEDMAN, Ture",M,SWE
7465,"HEEMSKERK, Femke",F,NED
7466,"HEEMSKERK, Marianne Yvonne",F,NED
7467,"HEER, Gerhard",M,FRG
7468,"HEESE, Mark",M,CAN
7469,"HEFER, Clyde",M,AUS
7470,"HEFFERON, Charles A.",M,RSA
7471,"HEGARTY, Frank",M,GBR
7472,"HEGEDÃœS, Csaba",M,HUN
7473,"HEGEDUS, Ferenc",M,HUN
7474,"HEGERTY, Francis",M,AUS
7475,"HEGG, Stephen Edward",M,USA
7476,"HEGH, Hanne",F,NOR
7477,"HEHN, Hans-JÃ¼rgen",M,FRG
7478,"HEIBERG, Erik Oscar",M,NOR
7479,"HEIDA, Anton",M,USA
7480,"HEIDARI, Alireza",M,IRI
7481,"HEIDEMANN, Britta",F,GER
7482,"HEIDEMANN, GÃ¼nther",M,GER
7483,"HEIDENREICH, Jerry Alan",M,USA
7484,"HEIDLER, Gerd",M,GDR
7485,"HEIESTAD, Tor",M,NOR
7486,"HEIJTING-SCHUHMACHER, Irma",F,NED
7487,"HEIJTING, Karel",M,NED
7488,"HEILFORT, Hellfried",M,GDR
7489,"HEILL, Claudia",F,AUT
7490,"HEILMANN, Aimo",M,GER
7491,"HEIM, Andrea",F,GDR
7492,"HEIM, August",M,GER
7493,"HEIN, Harald",M,FRG
7494,"HEIN, John",M,USA
7495,"HEIN, Karl",M,GER
7496,"HEINE, Judith (Jutta)",F,EUA
7497,"HEINECKE, Birgit",F,GDR
7498,"HEINER, Roy",M,NED
7499,"HEINHOLD, Helmut",M,GER
7500,"HEINICH, Christina",F,GDR
7501,"HEINKE, Harald",M,GDR
7502,"HEINONEN, Raimo YrjÃ¶",M,FIN
7503,"HEINRICH, Ignace",M,FRA
7504,"HEINSCH, Hans-JÃ¼rgen",M,EUA
7505,"HEINZE, Gabriel",M,ARG
7506,"HEISS, Gustave Marinius",M,USA
7507,"HEJE, Arnfinn KolbjÃ¶rn",M,NOR
7508,"HELAKH, Natallia",F,BLR
7509,"HELBIG, Kurt",M,GER
7510,"HELBING, Karl-Heinz",M,FRG
7511,"HELD, Franz",M,FRG
7512,"HELD, Henk-Jan",M,NED
7513,"HELFFRICH, Alan",M,USA
7514,"HELGERUD, Albert",M,NOR
7515,"HELGESEN, Hermann Aldryk",M,NOR
7516,"HELGSTRAND, Andreas",M,DEN
7517,"HELLE, Henri",M,FRA
7518,"HELLEBAUT, Tia",F,BEL
7519,"HELLEBRAND, Jaroslav",M,TCH
7520,"HELLEBUYCK, Georges",M,BEL
7521,"HELLEMANS, Greet",F,NED
7522,"HELLEMANS, Nicolette",F,NED
7523,"HELLER, Andre",M,BRA
7524,"HELLICKSON, Russell Owen",M,USA
7525,"HELLIWELL, David Leedom",M,CAN
7526,"HELLMAN, Walfried",M,SWE
7527,"HELLMANN, Angelika",F,GDR
7528,"HELLMANN, Martina",F,GDR
7529,"HELLMICH, Otto",M,HUN
7530,"HELLSTEN, Nils Erik",M,SWE
7531,"HELLSTEN, Voitto Valdemar",M,FIN
7532,"HELLSTRÃ–M, Carl Ludwig",M,SWE
7533,"HELM, Louis G.",M,USA
7534,"HELM, Mathew",M,AUS
7535,"HELM, RÃ¼diger",M,GDR
7536,"HELMAN, A.",M,ARG
7537,"HELMBOLD-GUMMEL, Margitta",F,GDR
7538,"HELMUDT, Kurt",M,DEN
7539,"HELSER, Brenda Merserau",F,USA
7540,"HELSTEEN, Hugo",M,DEN
7541,"HELTEN, Inge",F,FRG
7542,"HEMELSOET, Maurice",M,BEL
7543,"HEMERY, David Peter",M,GBR
7544,"HEMINGWAY, Matt",M,USA
7545,"HEMMANN, Ralf-Peter",M,GDR
7546,"HEMMINGS, Deon Marie",F,JAM
7547,"HEMPEL, Claudia",F,GDR
7548,"HEMPEL, Jan",M,GER
7549,"HEMPEL, Udo",M,FRG
7550,"HENARD, Nicolas",M,FRA
7551,"HENCKEN, John Frederick",M,USA
7552,"HENDERSON, Danielle",F,USA
7553,"HENDERSON, Mark",M,USA
7554,"HENDERSON, Monique",F,USA
7555,"HENDERSON, Thomas Edward",M,USA
7556,HENDRAWAN,M,INA
7557,"HENDRICKSON, John H.",M,USA
7558,"HENDRIKS, Irene",F,NED
7559,"HENDRIX, Brunhilde",F,EUA
7560,"HENDRIX, Fritz",M,GER
7561,"HENGEVELD, Johannes Hendrikus",M,NED
7562,"HENIGAN, James",M,USA
7563,"HENIN-HARDENNE, Justine",F,BEL
7564,"HENIN, Louis",M,BEL
7565,"HENKE, Jana",F,GER
7566,"HENKEL, Heike",F,GER
7567,"HENKEL, Rainer",M,FRG
7568,"HENLEY, Ernest John",M,GBR
7569,"HENMAN, Tim",M,GBR
7570,"HENN, Christian",M,FRG
7571,"HENNAGAN, Monique",F,USA
7572,"HENNE, Jane Margo",F,USA
7573,"HENNEBERG, Jill",F,USA
7574,"HENNEKEN, Thamar",F,NED
7575,"HENNET, Robert",M,BEL
7576,"HENNIG, Edward",M,USA
7577,"HENNIG, Roland",M,GDR
7578,"HENNIGE, Gerhard",M,FRG
7579,"HENNING, Cameron",M,CAN
7580,"HENNING, RÃ¼diger",M,FRG
7581,"HENNING, Tor",M,SWE
7582,"HENNINGER, Egon",M,EUA
7583,"HENNINGER, Egon",M,GDR
